,NFL Team,W,L,T,PCT,PF,PA,Net Pts,Home,Road,Div,Pct,Conf,Pct.1,Non-Conf,Strk,Last 5,year
4,Jacksonville JaguarsJaguars,4,12,0,0.25,247.0,449.0,-202.0,1 - 7 - 0,3 - 5 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,0 - 4 - 0,3L,2 - 3 - 0,2013
5,Las Vegas RaidersRaiders,4,12,0,0.25,322.0,453.0,-131.0,3 - 5 - 0,1 - 7 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,0 - 4 - 0,6L,0 - 5 - 0,2013
6,Tampa Bay BuccaneersBuccaneers,4,12,0,0.25,288.0,389.0,-101.0,3 - 5 - 0,1 - 7 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,2 - 2 - 0,3L,1 - 4 - 0,2013
7,Minnesota VikingsVikings,5,10,1,0.344,391.0,480.0,-89.0,5 - 3 - 0,0 - 7 - 1,2 - 3 - 1,0.417,4 - 7 - 1,0.375,1 - 3 - 0,1W,3 - 2 - 0,2013
8,Buffalo BillsBills,6,10,0,0.375,339.0,388.0,-49.0,4 - 4 - 0,2 - 6 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,1 - 3 - 0,1L,2 - 3 - 0,2013
9,Detroit LionsLions,7,9,0,0.438,395.0,376.0,19.0,4 - 4 - 0,3 - 5 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,1 - 3 - 0,4L,1 - 4 - 0,2013
10,Los Angeles RamsRams,7,9,0,0.438,348.0,364.0,-16.0,5 - 3 - 0,2 - 6 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,3 - 1 - 0,1L,2 - 3 - 0,2013
11,New York GiantsGiants,7,9,0,0.438,294.0,383.0,-89.0,4 - 4 - 0,3 - 5 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,1 - 3 - 0,2W,3 - 2 - 0,2013
12,Tennessee TitansTitans,7,9,0,0.438,362.0,381.0,-19.0,3 - 5 - 0,4 - 4 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,1 - 3 - 0,2W,2 - 3 - 0,2013
13,Baltimore RavensRavens,8,8,0,0.5,320.0,352.0,-32.0,6 - 2 - 0,2 - 6 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,2 - 2 - 0,2L,3 - 2 - 0,2013
14,Chicago BearsBears,8,8,0,0.5,445.0,478.0,-33.0,5 - 3 - 0,3 - 5 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,4 - 0 - 0,2L,2 - 3 - 0,2013
15,Dallas CowboysCowboys,8,8,0,0.5,439.0,432.0,7.0,5 - 3 - 0,3 - 5 - 0,5 - 1 - 0,0.833,7 - 5 - 0,0.583,1 - 3 - 0,1L,2 - 3 - 0,2013
16,Green Bay Packers xzPackers xz,8,7,1,0.531,417.0,428.0,-11.0,4 - 3 - 1,4 - 4 - 0,3 - 2 - 1,0.583,6 - 5 - 1,0.542,2 - 2 - 0,1W,3 - 2 - 0,2013
17,Miami DolphinsDolphins,8,8,0,0.5,317.0,335.0,-18.0,4 - 4 - 0,4 - 4 - 0,2 - 4 - 0,0.333,7 - 5 - 0,0.583,1 - 3 - 0,2L,3 - 2 - 0,2013
18,New York JetsJets,8,8,0,0.5,290.0,387.0,-97.0,6 - 2 - 0,2 - 6 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,3 - 1 - 0,2W,3 - 2 - 0,2013
19,Pittsburgh SteelersSteelers,8,8,0,0.5,379.0,370.0,9.0,5 - 3 - 0,3 - 5 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,2 - 2 - 0,3W,3 - 2 - 0,2013
20,Los Angeles Chargers xyChargers xy,9,7,0,0.563,396.0,348.0,48.0,5 - 3 - 0,4 - 4 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,3 - 1 - 0,4W,4 - 1 - 0,2013
21,Arizona CardinalsCardinals,10,6,0,0.625,379.0,324.0,55.0,6 - 2 - 0,4 - 4 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,4 - 0 - 0,1L,3 - 2 - 0,2013
22,Philadelphia Eagles xzEagles xz,10,6,0,0.625,442.0,382.0,60.0,4 - 4 - 0,6 - 2 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,1 - 3 - 0,2W,4 - 1 - 0,2013
23,Cincinnati Bengals xzBengals xz,11,5,0,0.688,430.0,305.0,125.0,8 - 0 - 0,3 - 5 - 0,3 - 3 - 0,0.5,8 - 4 - 0,0.667,3 - 1 - 0,2W,4 - 1 - 0,2013
24,Indianapolis Colts xzColts xz,11,5,0,0.688,391.0,336.0,55.0,6 - 2 - 0,5 - 3 - 0,6 - 0 - 0,1.0,9 - 3 - 0,0.75,2 - 2 - 0,3W,4 - 1 - 0,2013
25,Kansas City Chiefs xyChiefs xy,11,5,0,0.688,430.0,305.0,125.0,5 - 3 - 0,6 - 2 - 0,2 - 4 - 0,0.333,7 - 5 - 0,0.583,4 - 0 - 0,2L,2 - 3 - 0,2013
26,New Orleans Saints xySaints xy,11,5,0,0.688,414.0,304.0,110.0,8 - 0 - 0,3 - 5 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,2 - 2 - 0,1W,2 - 3 - 0,2013
27,Carolina Panthers xyzPanthers xyz,12,4,0,0.75,366.0,241.0,125.0,7 - 1 - 0,5 - 3 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,3 - 1 - 0,3W,4 - 1 - 0,2013
28,New England Patriots xzPatriots xz,12,4,0,0.75,444.0,338.0,106.0,8 - 0 - 0,4 - 4 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,3 - 1 - 0,2W,4 - 1 - 0,2013
29,San Francisco 49ers xyNiners xy,12,4,0,0.75,406.0,272.0,134.0,6 - 2 - 0,6 - 2 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,3 - 1 - 0,6W,5 - 0 - 0,2013
30,Denver Broncos xyz*Broncos xyz*,13,3,0,0.813,606.0,399.0,207.0,7 - 1 - 0,6 - 2 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,4 - 0 - 0,2W,4 - 1 - 0,2013
31,Seattle Seahawks xy*Seahawks xy*,13,3,0,0.813,417.0,231.0,186.0,7 - 1 - 0,6 - 2 - 0,4 - 2 - 0,0.667,10 - 2 - 0,0.833,3 - 1 - 0,1W,3 - 2 - 0,2013
0,Tampa Bay BuccaneersBuccaneers,2,14,0,0.125,277.0,410.0,-133.0,0 - 8 - 0,2 - 6 - 0,0 - 6 - 0,0.0,1 - 11 - 0,0.083,1 - 3 - 0,6L,0 - 5 - 0,2014
1,Tennessee TitansTitans,2,14,0,0.125,254.0,438.0,-184.0,1 - 7 - 0,1 - 7 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,0 - 4 - 0,10L,0 - 5 - 0,2014
2,Jacksonville JaguarsJaguars,3,13,0,0.188,249.0,412.0,-163.0,3 - 5 - 0,0 - 8 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,1 - 3 - 0,1L,2 - 3 - 0,2014
3,Las Vegas RaidersRaiders,3,13,0,0.188,253.0,452.0,-199.0,3 - 5 - 0,0 - 8 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,1 - 3 - 0,1L,2 - 3 - 0,2014
4,New York JetsJets,4,12,0,0.25,283.0,401.0,-118.0,2 - 6 - 0,2 - 6 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,0 - 4 - 0,1W,2 - 3 - 0,2014
5,Washington CommandersRedskins,4,12,0,0.25,301.0,438.0,-137.0,3 - 5 - 0,1 - 7 - 0,2 - 4 - 0,0.333,2 - 10 - 0,0.167,2 - 2 - 0,1L,1 - 4 - 0,2014
6,Chicago BearsBears,5,11,0,0.313,319.0,442.0,-123.0,2 - 6 - 0,3 - 5 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,1 - 3 - 0,5L,0 - 5 - 0,2014
7,Atlanta FalconsFalcons,6,10,0,0.375,381.0,417.0,-36.0,3 - 5 - 0,3 - 5 - 0,5 - 1 - 0,0.833,6 - 6 - 0,0.5,0 - 4 - 0,1L,2 - 3 - 0,2014
8,Los Angeles RamsRams,6,10,0,0.375,324.0,354.0,-30.0,3 - 5 - 0,3 - 5 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,2 - 2 - 0,3L,2 - 3 - 0,2014
9,New York GiantsGiants,6,10,0,0.375,380.0,400.0,-20.0,3 - 5 - 0,3 - 5 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,2 - 2 - 0,1L,3 - 2 - 0,2014
10,Carolina Panthers xzPanthers xz,7,8,1,0.469,339.0,374.0,-35.0,4 - 4 - 0,3 - 4 - 1,4 - 2 - 0,0.667,6 - 6 - 0,0.5,1 - 2 - 1,4W,4 - 1 - 0,2014
11,Cleveland BrownsBrowns,7,9,0,0.438,299.0,337.0,-38.0,4 - 4 - 0,3 - 5 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,3 - 1 - 0,5L,0 - 5 - 0,2014
12,Minnesota VikingsVikings,7,9,0,0.438,325.0,343.0,-18.0,5 - 3 - 0,2 - 6 - 0,1 - 5 - 0,0.167,6 - 6 - 0,0.5,1 - 3 - 0,1W,3 - 2 - 0,2014
13,New Orleans SaintsSaints,7,9,0,0.438,401.0,424.0,-23.0,3 - 5 - 0,4 - 4 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,1 - 3 - 0,1W,3 - 2 - 0,2014
14,Miami DolphinsDolphins,8,8,0,0.5,388.0,373.0,15.0,4 - 4 - 0,4 - 4 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,2 - 2 - 0,1L,2 - 3 - 0,2014
15,San Francisco 49ersNiners,8,8,0,0.5,306.0,340.0,-34.0,4 - 4 - 0,4 - 4 - 0,2 - 4 - 0,0.333,7 - 5 - 0,0.583,1 - 3 - 0,1W,1 - 4 - 0,2014
16,Buffalo BillsBills,9,7,0,0.563,343.0,289.0,54.0,5 - 3 - 0,4 - 4 - 0,4 - 2 - 0,0.667,5 - 7 - 0,0.417,4 - 0 - 0,1W,3 - 2 - 0,2014
17,Houston TexansTexans,9,7,0,0.563,372.0,307.0,65.0,5 - 3 - 0,4 - 4 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,1 - 3 - 0,2W,4 - 1 - 0,2014
18,Kansas City ChiefsChiefs,9,7,0,0.563,353.0,281.0,72.0,6 - 2 - 0,3 - 5 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,2 - 2 - 0,1W,2 - 3 - 0,2014
19,Los Angeles ChargersChargers,9,7,0,0.563,348.0,348.0,0.0,5 - 3 - 0,4 - 4 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,3 - 1 - 0,1L,2 - 3 - 0,2014
20,Baltimore Ravens xyRavens xy,10,6,0,0.625,409.0,302.0,107.0,6 - 2 - 0,4 - 4 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,4 - 0 - 0,1W,3 - 2 - 0,2014
21,Cincinnati Bengals xyBengals xy,10,5,1,0.656,365.0,344.0,21.0,5 - 2 - 1,5 - 3 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,3 - 0 - 1,1L,3 - 2 - 0,2014
22,Philadelphia EaglesEagles,10,6,0,0.625,474.0,400.0,74.0,6 - 2 - 0,4 - 4 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,4 - 0 - 0,1W,2 - 3 - 0,2014
23,Arizona Cardinals xyCardinals xy,11,5,0,0.688,310.0,299.0,11.0,7 - 1 - 0,4 - 4 - 0,3 - 3 - 0,0.5,8 - 4 - 0,0.667,3 - 1 - 0,2L,2 - 3 - 0,2014
24,Detroit Lions xyLions xy,11,5,0,0.688,321.0,282.0,39.0,7 - 1 - 0,4 - 4 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,2 - 2 - 0,1L,4 - 1 - 0,2014
25,Indianapolis Colts xzColts xz,11,5,0,0.688,458.0,369.0,89.0,6 - 2 - 0,5 - 3 - 0,6 - 0 - 0,1.0,9 - 3 - 0,0.75,2 - 2 - 0,1W,4 - 1 - 0,2014
26,Pittsburgh Steelers xzSteelers xz,11,5,0,0.688,436.0,368.0,68.0,6 - 2 - 0,5 - 3 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,2 - 2 - 0,4W,4 - 1 - 0,2014
27,Dallas Cowboys xzCowboys xz,12,4,0,0.75,467.0,352.0,115.0,4 - 4 - 0,8 - 0 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,4 - 0 - 0,4W,4 - 1 - 0,2014
28,Denver Broncos xzBroncos xz,12,4,0,0.75,482.0,354.0,128.0,8 - 0 - 0,4 - 4 - 0,6 - 0 - 0,1.0,10 - 2 - 0,0.833,2 - 2 - 0,1W,4 - 1 - 0,2014
29,Green Bay Packers xzPackers xz,12,4,0,0.75,486.0,348.0,138.0,8 - 0 - 0,4 - 4 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,3 - 1 - 0,2W,4 - 1 - 0,2014
30,New England Patriots xz*Patriots xz*,12,4,0,0.75,468.0,313.0,155.0,7 - 1 - 0,5 - 3 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,3 - 1 - 0,1L,3 - 2 - 0,2014
31,Seattle Seahawks x*Seahawks x*,12,4,0,0.75,394.0,254.0,140.0,7 - 1 - 0,5 - 3 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,2 - 2 - 0,6W,5 - 0 - 0,2014
0,Cleveland BrownsBrowns,3,13,0,0.188,278.0,432.0,-154.0,2 - 6 - 0,1 - 7 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,1 - 3 - 0,3L,1 - 4 - 0,2015
1,Tennessee TitansTitans,3,13,0,0.188,299.0,423.0,-124.0,1 - 7 - 0,2 - 6 - 0,1 - 5 - 0,0.167,1 - 11 - 0,0.083,2 - 2 - 0,4L,1 - 4 - 0,2015
2,Dallas CowboysCowboys,4,12,0,0.25,275.0,374.0,-99.0,1 - 7 - 0,3 - 5 - 0,3 - 3 - 0,0.5,3 - 9 - 0,0.25,1 - 3 - 0,4L,1 - 4 - 0,2015
3,Los Angeles ChargersChargers,4,12,0,0.25,320.0,398.0,-78.0,3 - 5 - 0,1 - 7 - 0,0 - 6 - 0,0.0,3 - 9 - 0,0.25,1 - 3 - 0,2L,1 - 4 - 0,2015
4,Baltimore RavensRavens,5,11,0,0.313,328.0,401.0,-73.0,3 - 5 - 0,2 - 6 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,1 - 3 - 0,1L,1 - 4 - 0,2015
5,Jacksonville JaguarsJaguars,5,11,0,0.313,376.0,448.0,-72.0,4 - 4 - 0,1 - 7 - 0,2 - 4 - 0,0.333,5 - 7 - 0,0.417,0 - 4 - 0,3L,1 - 4 - 0,2015
6,San Francisco 49ersNiners,5,11,0,0.313,238.0,387.0,-149.0,4 - 4 - 0,1 - 7 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,1 - 3 - 0,1W,2 - 3 - 0,2015
7,Chicago BearsBears,6,10,0,0.375,335.0,397.0,-62.0,1 - 7 - 0,5 - 3 - 0,1 - 5 - 0,0.167,3 - 9 - 0,0.25,3 - 1 - 0,1L,1 - 4 - 0,2015
8,Miami DolphinsDolphins,6,10,0,0.375,310.0,389.0,-79.0,3 - 5 - 0,3 - 5 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,2 - 2 - 0,1W,2 - 3 - 0,2015
9,New York GiantsGiants,6,10,0,0.375,420.0,442.0,-22.0,3 - 5 - 0,3 - 5 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,2 - 2 - 0,3L,1 - 4 - 0,2015
10,Tampa Bay BuccaneersBuccaneers,6,10,0,0.375,342.0,417.0,-75.0,3 - 5 - 0,3 - 5 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,1 - 3 - 0,4L,1 - 4 - 0,2015
11,Detroit LionsLions,7,9,0,0.438,358.0,400.0,-42.0,4 - 4 - 0,3 - 5 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,1 - 3 - 0,3W,3 - 2 - 0,2015
12,Las Vegas RaidersRaiders,7,9,0,0.438,359.0,399.0,-40.0,3 - 5 - 0,4 - 4 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,0 - 4 - 0,1L,2 - 3 - 0,2015
13,Los Angeles RamsRams,7,9,0,0.438,280.0,330.0,-50.0,5 - 3 - 0,2 - 6 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,1 - 3 - 0,1L,3 - 2 - 0,2015
14,New Orleans SaintsSaints,7,9,0,0.438,408.0,476.0,-68.0,4 - 4 - 0,3 - 5 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,2 - 2 - 0,2W,3 - 2 - 0,2015
15,Philadelphia EaglesEagles,7,9,0,0.438,377.0,430.0,-53.0,3 - 5 - 0,4 - 4 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,3 - 1 - 0,1W,3 - 2 - 0,2015
16,Atlanta FalconsFalcons,8,8,0,0.5,339.0,345.0,-6.0,4 - 4 - 0,4 - 4 - 0,1 - 5 - 0,0.167,5 - 7 - 0,0.417,3 - 1 - 0,1L,2 - 3 - 0,2015
17,Buffalo BillsBills,8,8,0,0.5,379.0,359.0,20.0,5 - 3 - 0,3 - 5 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,1 - 3 - 0,2W,3 - 2 - 0,2015
18,Indianapolis ColtsColts,8,8,0,0.5,333.0,408.0,-75.0,4 - 4 - 0,4 - 4 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,2 - 2 - 0,2W,2 - 3 - 0,2015
19,Houston Texans xzTexans xz,9,7,0,0.563,339.0,313.0,26.0,5 - 3 - 0,4 - 4 - 0,5 - 1 - 0,0.833,7 - 5 - 0,0.583,2 - 2 - 0,3W,3 - 2 - 0,2015
20,Washington Commanders xzRedskins xz,9,7,0,0.563,388.0,379.0,9.0,6 - 2 - 0,3 - 5 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,1 - 3 - 0,4W,4 - 1 - 0,2015
21,Green Bay Packers xyPackers xy,10,6,0,0.625,368.0,323.0,45.0,5 - 3 - 0,5 - 3 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,3 - 1 - 0,2L,3 - 2 - 0,2015
22,New York JetsJets,10,6,0,0.625,387.0,314.0,73.0,6 - 2 - 0,4 - 4 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,3 - 1 - 0,1L,4 - 1 - 0,2015
23,Pittsburgh Steelers xySteelers xy,10,6,0,0.625,423.0,319.0,104.0,6 - 2 - 0,4 - 4 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,3 - 1 - 0,1W,4 - 1 - 0,2015
24,Seattle Seahawks xySeahawks xy,10,6,0,0.625,423.0,277.0,146.0,5 - 3 - 0,5 - 3 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,3 - 1 - 0,1W,4 - 1 - 0,2015
25,Kansas City Chiefs xyChiefs xy,11,5,0,0.688,405.0,287.0,118.0,6 - 2 - 0,5 - 3 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,1 - 3 - 0,10W,5 - 0 - 0,2015
26,Minnesota Vikings xzVikings xz,11,5,0,0.688,365.0,302.0,63.0,6 - 2 - 0,5 - 3 - 0,5 - 1 - 0,0.833,8 - 4 - 0,0.667,3 - 1 - 0,3W,3 - 2 - 0,2015
27,Cincinnati Bengals xzBengals xz,12,4,0,0.75,419.0,279.0,140.0,6 - 2 - 0,6 - 2 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,3 - 1 - 0,1W,3 - 2 - 0,2015
28,Denver Broncos x*Broncos x*,12,4,0,0.75,355.0,296.0,59.0,6 - 2 - 0,6 - 2 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,4 - 0 - 0,2W,3 - 2 - 0,2015
29,New England Patriots xzPatriots xz,12,4,0,0.75,465.0,315.0,150.0,7 - 1 - 0,5 - 3 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,3 - 1 - 0,2L,2 - 3 - 0,2015
30,Arizona Cardinals xzCardinals xz,13,3,0,0.813,489.0,313.0,176.0,6 - 2 - 0,7 - 1 - 0,4 - 2 - 0,0.667,10 - 2 - 0,0.833,3 - 1 - 0,1L,4 - 1 - 0,2015
31,Carolina Panthers xz*Panthers xz*,15,1,0,0.938,500.0,308.0,192.0,8 - 0 - 0,7 - 1 - 0,5 - 1 - 0,0.833,11 - 1 - 0,0.917,4 - 0 - 0,1W,4 - 1 - 0,2015
0,Cleveland BrownsBrowns,1,15,0,0.063,264.0,452.0,-188.0,1 - 7 - 0,0 - 8 - 0,0 - 6 - 0,0.0,1 - 11 - 0,0.083,0 - 4 - 0,1L,1 - 4 - 0,2016
1,San Francisco 49ers49ers,2,14,0,0.125,309.0,480.0,-171.0,1 - 7 - 0,1 - 7 - 0,2 - 4 - 0,0.333,2 - 10 - 0,0.167,0 - 4 - 0,1L,1 - 4 - 0,2016
2,Chicago BearsBears,3,13,0,0.188,279.0,399.0,-120.0,3 - 5 - 0,0 - 8 - 0,2 - 4 - 0,0.333,3 - 9 - 0,0.25,0 - 4 - 0,4L,1 - 4 - 0,2016
3,Jacksonville JaguarsJaguars,3,13,0,0.188,318.0,400.0,-82.0,2 - 6 - 0,1 - 7 - 0,2 - 4 - 0,0.333,2 - 10 - 0,0.167,1 - 3 - 0,1L,1 - 4 - 0,2016
4,Los Angeles RamsRams,4,12,0,0.25,224.0,394.0,-170.0,1 - 7 - 0,3 - 5 - 0,2 - 4 - 0,0.333,3 - 9 - 0,0.25,1 - 3 - 0,7L,0 - 5 - 0,2016
5,Los Angeles ChargersChargers,5,11,0,0.313,410.0,423.0,-13.0,3 - 5 - 0,2 - 6 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,1 - 3 - 0,5L,0 - 5 - 0,2016
6,New York JetsJets,5,11,0,0.313,275.0,409.0,-134.0,2 - 6 - 0,3 - 5 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,1 - 3 - 0,1W,2 - 3 - 0,2016
7,Carolina PanthersPanthers,6,10,0,0.375,369.0,402.0,-33.0,4 - 4 - 0,2 - 6 - 0,1 - 5 - 0,0.167,5 - 7 - 0,0.417,1 - 3 - 0,2L,2 - 3 - 0,2016
8,Cincinnati BengalsBengals,6,9,1,0.406,325.0,315.0,10.0,4 - 3 - 1,2 - 6 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,1 - 2 - 1,1W,3 - 2 - 0,2016
9,Arizona CardinalsCardinals,7,8,1,0.469,418.0,362.0,56.0,4 - 3 - 1,3 - 5 - 0,4 - 1 - 1,0.75,6 - 5 - 1,0.542,1 - 3 - 0,2W,3 - 2 - 0,2016
10,Buffalo BillsBills,7,9,0,0.438,399.0,378.0,21.0,4 - 4 - 0,3 - 5 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,3 - 1 - 0,2L,1 - 4 - 0,2016
11,New Orleans SaintsSaints,7,9,0,0.438,469.0,454.0,15.0,4 - 4 - 0,3 - 5 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,1 - 3 - 0,1L,2 - 3 - 0,2016
12,Philadelphia EaglesEagles,7,9,0,0.438,367.0,331.0,36.0,6 - 2 - 0,1 - 7 - 0,2 - 4 - 0,0.333,5 - 7 - 0,0.417,2 - 2 - 0,2W,2 - 3 - 0,2016
13,Baltimore RavensRavens,8,8,0,0.5,343.0,321.0,22.0,6 - 2 - 0,2 - 6 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,1 - 3 - 0,2L,2 - 3 - 0,2016
14,Indianapolis ColtsColts,8,8,0,0.5,411.0,392.0,19.0,4 - 4 - 0,4 - 4 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,3 - 1 - 0,1W,3 - 2 - 0,2016
15,Minnesota VikingsVikings,8,8,0,0.5,327.0,307.0,20.0,5 - 3 - 0,3 - 5 - 0,2 - 4 - 0,0.333,5 - 7 - 0,0.417,3 - 1 - 0,1W,2 - 3 - 0,2016
16,Washington CommandersRedskins,8,7,1,0.531,396.0,383.0,13.0,4 - 4 - 0,4 - 3 - 1,3 - 3 - 0,0.5,6 - 6 - 0,0.5,2 - 1 - 1,1L,2 - 3 - 0,2016
17,Denver BroncosBroncos,9,7,0,0.563,333.0,297.0,36.0,5 - 3 - 0,4 - 4 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,3 - 1 - 0,1W,2 - 3 - 0,2016
18,Detroit Lions xyLions xy,9,7,0,0.563,346.0,358.0,-12.0,6 - 2 - 0,3 - 5 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,2 - 2 - 0,3L,2 - 3 - 0,2016
19,Houston Texans xzTexans xz,9,7,0,0.563,279.0,328.0,-49.0,7 - 1 - 0,2 - 6 - 0,5 - 1 - 0,0.833,7 - 5 - 0,0.583,2 - 2 - 0,1L,3 - 2 - 0,2016
20,Tampa Bay BuccaneersBuccaneers,9,7,0,0.563,354.0,369.0,-15.0,4 - 4 - 0,5 - 3 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,2 - 2 - 0,1W,3 - 2 - 0,2016
21,Tennessee TitansTitans,9,7,0,0.563,381.0,378.0,3.0,5 - 3 - 0,4 - 4 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,3 - 1 - 0,1W,4 - 1 - 0,2016
22,Green Bay Packers xzPackers xz,10,6,0,0.625,432.0,388.0,44.0,6 - 2 - 0,4 - 4 - 0,5 - 1 - 0,0.833,8 - 4 - 0,0.667,2 - 2 - 0,6W,5 - 0 - 0,2016
23,Miami Dolphins xyDolphins xy,10,6,0,0.625,363.0,380.0,-17.0,6 - 2 - 0,4 - 4 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,3 - 1 - 0,1L,3 - 2 - 0,2016
24,Seattle Seahawks xzSeahawks xz,10,5,1,0.656,354.0,292.0,62.0,7 - 1 - 0,3 - 4 - 1,3 - 2 - 1,0.583,6 - 5 - 1,0.542,4 - 0 - 0,1W,3 - 2 - 0,2016
25,Atlanta Falcons xzFalcons xz,11,5,0,0.688,540.0,406.0,134.0,5 - 3 - 0,6 - 2 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,2 - 2 - 0,4W,4 - 1 - 0,2016
26,New York Giants xyGiants xy,11,5,0,0.688,310.0,284.0,26.0,7 - 1 - 0,4 - 4 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,3 - 1 - 0,1W,3 - 2 - 0,2016
27,Pittsburgh Steelers xzSteelers xz,11,5,0,0.688,399.0,327.0,72.0,6 - 2 - 0,5 - 3 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,2 - 2 - 0,7W,5 - 0 - 0,2016
28,Kansas City Chiefs xzChiefs xz,12,4,0,0.75,389.0,311.0,78.0,6 - 2 - 0,6 - 2 - 0,6 - 0 - 0,1.0,9 - 3 - 0,0.75,3 - 1 - 0,2W,4 - 1 - 0,2016
29,Las Vegas Raiders xyRaiders xy,12,4,0,0.75,416.0,385.0,31.0,6 - 2 - 0,6 - 2 - 0,3 - 3 - 0,0.5,9 - 3 - 0,0.75,3 - 1 - 0,1L,3 - 2 - 0,2016
30,Dallas Cowboys x*Cowboys x*,13,3,0,0.813,421.0,306.0,115.0,7 - 1 - 0,6 - 2 - 0,3 - 3 - 0,0.5,9 - 3 - 0,0.75,4 - 0 - 0,1L,3 - 2 - 0,2016
